source_ip,window_start,first_seen,last_seen,connection_count,failed_login_count,auth_failure_count,invalid_user_count,accepted_login_count,command_count,suspicious_command_count,unique_users,unique_passwords,source_port_count,failure_rate,invalid_user_rate,commands_per_accepted,success_after_fail,burst_score,pseudo_label,pseudo_reason
161.166.232.12,2013-11-08 23:00:00,2013-11-08 23:02:03,2013-11-08 23:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 00:00:00,2013-11-09 00:02:03,2013-11-09 00:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 01:00:00,2013-11-09 01:02:03,2013-11-09 01:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 02:00:00,2013-11-09 02:02:03,2013-11-09 02:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 03:00:00,2013-11-09 03:02:03,2013-11-09 03:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 04:00:00,2013-11-09 04:02:03,2013-11-09 04:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 05:00:00,2013-11-09 05:02:02,2013-11-09 05:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 05:20:00,2013-11-09 05:25:19,2013-11-09 05:25:19,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,low_activity
161.166.232.12,2013-11-09 06:00:00,2013-11-09 06:02:03,2013-11-09 06:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 07:00:00,2013-11-09 07:02:03,2013-11-09 07:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 08:00:00,2013-11-09 08:02:03,2013-11-09 08:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 09:00:00,2013-11-09 09:02:02,2013-11-09 09:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 10:00:00,2013-11-09 10:02:03,2013-11-09 10:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 11:00:00,2013-11-09 11:02:03,2013-11-09 11:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 12:00:00,2013-11-09 12:02:02,2013-11-09 12:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 13:00:00,2013-11-09 13:02:03,2013-11-09 13:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 14:00:00,2013-11-09 14:02:03,2013-11-09 14:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 15:00:00,2013-11-09 15:02:03,2013-11-09 15:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 16:00:00,2013-11-09 16:02:02,2013-11-09 16:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 17:00:00,2013-11-09 17:02:03,2013-11-09 17:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 18:00:00,2013-11-09 18:02:02,2013-11-09 18:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 19:00:00,2013-11-09 19:02:03,2013-11-09 19:09:15,0,0,0,0,8,0,0,1,0,8,0.0,0.0,0.0,8.0,0.0,0,low_activity
161.166.232.12,2013-11-09 20:00:00,2013-11-09 20:02:02,2013-11-09 20:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 21:00:00,2013-11-09 21:02:03,2013-11-09 21:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 22:00:00,2013-11-09 22:02:03,2013-11-09 22:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-09 23:00:00,2013-11-09 23:02:02,2013-11-09 23:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 00:00:00,2013-11-10 00:02:03,2013-11-10 00:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 01:00:00,2013-11-10 01:02:02,2013-11-10 01:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 02:00:00,2013-11-10 02:02:03,2013-11-10 02:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 03:00:00,2013-11-10 03:02:03,2013-11-10 03:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 04:00:00,2013-11-10 04:02:03,2013-11-10 04:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 05:00:00,2013-11-10 05:02:03,2013-11-10 05:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 05:20:00,2013-11-10 05:25:24,2013-11-10 05:25:24,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,low_activity
161.166.232.12,2013-11-10 06:00:00,2013-11-10 06:02:03,2013-11-10 06:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 07:00:00,2013-11-10 07:02:02,2013-11-10 07:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 08:00:00,2013-11-10 08:02:03,2013-11-10 08:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 09:00:00,2013-11-10 09:02:03,2013-11-10 09:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 10:00:00,2013-11-10 10:02:03,2013-11-10 10:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 11:00:00,2013-11-10 11:02:03,2013-11-10 11:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 11:40:00,2013-11-10 11:46:20,2013-11-10 11:46:20,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-11-10 12:00:00,2013-11-10 12:02:02,2013-11-10 12:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 13:00:00,2013-11-10 13:02:03,2013-11-10 13:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 14:00:00,2013-11-10 14:02:03,2013-11-10 14:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 15:00:00,2013-11-10 15:02:02,2013-11-10 15:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 16:00:00,2013-11-10 16:02:03,2013-11-10 16:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 17:00:00,2013-11-10 17:02:03,2013-11-10 17:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 18:00:00,2013-11-10 18:02:03,2013-11-10 18:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 19:00:00,2013-11-10 19:02:03,2013-11-10 19:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 19:30:00,2013-11-10 19:33:48,2013-11-10 19:33:48,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-11-10 20:00:00,2013-11-10 20:02:02,2013-11-10 20:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 21:00:00,2013-11-10 21:02:03,2013-11-10 21:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 22:00:00,2013-11-10 22:02:03,2013-11-10 22:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-10 22:20:00,2013-11-10 22:24:10,2013-11-10 22:24:10,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-11-10 23:00:00,2013-11-10 23:02:02,2013-11-10 23:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 00:00:00,2013-11-11 00:02:03,2013-11-11 00:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 01:00:00,2013-11-11 01:02:02,2013-11-11 01:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 02:00:00,2013-11-11 02:02:03,2013-11-11 02:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 03:00:00,2013-11-11 03:02:02,2013-11-11 03:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 04:00:00,2013-11-11 04:02:03,2013-11-11 04:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 05:00:00,2013-11-11 05:02:03,2013-11-11 05:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 06:00:00,2013-11-11 06:02:03,2013-11-11 06:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 07:00:00,2013-11-11 07:02:03,2013-11-11 07:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 08:00:00,2013-11-11 08:02:03,2013-11-11 08:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 09:00:00,2013-11-11 09:02:03,2013-11-11 09:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 10:00:00,2013-11-11 10:02:03,2013-11-11 10:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 11:00:00,2013-11-11 11:02:03,2013-11-11 11:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 12:00:00,2013-11-11 12:02:03,2013-11-11 12:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 13:00:00,2013-11-11 13:02:03,2013-11-11 13:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 14:00:00,2013-11-11 14:02:03,2013-11-11 14:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 14:10:00,2013-11-11 14:19:12,2013-11-11 14:19:12,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-11-11 14:40:00,2013-11-11 14:42:33,2013-11-11 14:44:23,0,0,0,0,2,0,0,1,0,2,0.0,0.0,0.0,2.0,0.0,0,low_activity
161.166.232.12,2013-11-11 15:00:00,2013-11-11 15:02:03,2013-11-11 15:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 15:30:00,2013-11-11 15:32:13,2013-11-11 15:32:13,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-11-11 15:40:00,2013-11-11 15:45:20,2013-11-11 15:45:20,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0,low_activity
161.166.232.12,2013-11-11 16:00:00,2013-11-11 16:02:03,2013-11-11 16:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 17:00:00,2013-11-11 17:02:02,2013-11-11 17:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 18:00:00,2013-11-11 18:02:03,2013-11-11 18:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 19:00:00,2013-11-11 19:02:03,2013-11-11 19:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 20:00:00,2013-11-11 20:02:03,2013-11-11 20:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 21:00:00,2013-11-11 21:02:03,2013-11-11 21:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 22:00:00,2013-11-11 22:02:03,2013-11-11 22:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-11 22:10:00,2013-11-11 22:18:30,2013-11-11 22:18:47,1,2,0,0,0,0,0,1,1,1,1.0,0.0,0.0,0.0,3.0,0,low_activity
161.166.232.12,2013-11-11 22:20:00,2013-11-11 22:22:20,2013-11-11 22:28:24,6,2,0,0,0,0,0,1,1,6,1.0,0.0,0.0,0.0,1.3186813186813187,0,low_activity
161.166.232.12,2013-11-11 22:30:00,2013-11-11 22:31:16,2013-11-11 22:37:19,5,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.8264462809917356,0,low_activity
161.166.232.12,2013-11-11 23:00:00,2013-11-11 23:02:02,2013-11-11 23:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 00:00:00,2013-11-12 00:02:02,2013-11-12 00:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 01:00:00,2013-11-12 01:02:03,2013-11-12 01:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 02:00:00,2013-11-12 02:02:02,2013-11-12 02:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 03:00:00,2013-11-12 03:02:02,2013-11-12 03:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 04:00:00,2013-11-12 04:02:03,2013-11-12 04:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 05:00:00,2013-11-12 05:02:03,2013-11-12 05:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 06:00:00,2013-11-12 06:02:02,2013-11-12 06:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 07:00:00,2013-11-12 07:02:03,2013-11-12 07:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 08:00:00,2013-11-12 08:02:02,2013-11-12 08:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 09:00:00,2013-11-12 09:02:02,2013-11-12 09:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 10:00:00,2013-11-12 10:02:02,2013-11-12 10:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 11:00:00,2013-11-12 11:02:03,2013-11-12 11:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 12:00:00,2013-11-12 12:02:03,2013-11-12 12:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 13:00:00,2013-11-12 13:02:03,2013-11-12 13:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 14:00:00,2013-11-12 14:02:03,2013-11-12 14:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 15:00:00,2013-11-12 15:02:03,2013-11-12 15:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 16:00:00,2013-11-12 16:02:03,2013-11-12 16:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 17:00:00,2013-11-12 17:02:02,2013-11-12 17:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 18:00:00,2013-11-12 18:02:03,2013-11-12 18:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 19:00:00,2013-11-12 19:02:02,2013-11-12 19:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 20:00:00,2013-11-12 20:02:02,2013-11-12 20:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 21:00:00,2013-11-12 21:02:03,2013-11-12 21:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 22:00:00,2013-11-12 22:02:03,2013-11-12 22:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-12 23:00:00,2013-11-12 23:02:03,2013-11-12 23:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 00:00:00,2013-11-13 00:02:03,2013-11-13 00:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 01:00:00,2013-11-13 01:02:02,2013-11-13 01:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 02:00:00,2013-11-13 02:02:02,2013-11-13 02:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 03:00:00,2013-11-13 03:02:03,2013-11-13 03:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 04:00:00,2013-11-13 04:02:02,2013-11-13 04:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 05:00:00,2013-11-13 05:02:03,2013-11-13 05:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 06:00:00,2013-11-13 06:02:03,2013-11-13 06:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 07:00:00,2013-11-13 07:02:02,2013-11-13 07:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 08:00:00,2013-11-13 08:02:02,2013-11-13 08:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 09:00:00,2013-11-13 09:02:02,2013-11-13 09:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 10:00:00,2013-11-13 10:02:02,2013-11-13 10:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 11:00:00,2013-11-13 11:02:02,2013-11-13 11:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 12:00:00,2013-11-13 12:02:02,2013-11-13 12:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 13:00:00,2013-11-13 13:02:03,2013-11-13 13:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 14:00:00,2013-11-13 14:02:02,2013-11-13 14:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 15:00:00,2013-11-13 15:02:03,2013-11-13 15:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 16:00:00,2013-11-13 16:02:03,2013-11-13 16:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 17:00:00,2013-11-13 17:02:03,2013-11-13 17:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 18:00:00,2013-11-13 18:02:02,2013-11-13 18:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 19:00:00,2013-11-13 19:02:03,2013-11-13 19:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 20:00:00,2013-11-13 20:02:02,2013-11-13 20:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 21:00:00,2013-11-13 21:02:02,2013-11-13 21:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 22:00:00,2013-11-13 22:02:03,2013-11-13 22:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-13 23:00:00,2013-11-13 23:02:03,2013-11-13 23:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 00:00:00,2013-11-14 00:02:03,2013-11-14 00:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 01:00:00,2013-11-14 01:02:03,2013-11-14 01:02:04,0,0,0,0,6,0,0,1,0,6,0.0,0.0,0.0,6.0,0.0,0,low_activity
161.166.232.12,2013-11-14 02:00:00,2013-11-14 02:02:03,2013-11-14 02:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 03:00:00,2013-11-14 03:02:03,2013-11-14 03:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 04:00:00,2013-11-14 04:02:03,2013-11-14 04:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 05:00:00,2013-11-14 05:02:02,2013-11-14 05:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 06:00:00,2013-11-14 06:02:02,2013-11-14 06:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 07:00:00,2013-11-14 07:02:03,2013-11-14 07:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 08:00:00,2013-11-14 08:02:03,2013-11-14 08:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 09:00:00,2013-11-14 09:02:03,2013-11-14 09:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 10:00:00,2013-11-14 10:02:02,2013-11-14 10:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 11:00:00,2013-11-14 11:02:03,2013-11-14 11:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 12:00:00,2013-11-14 12:02:03,2013-11-14 12:02:04,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
161.166.232.12,2013-11-14 13:00:00,2013-11-14 13:02:02,2013-11-14 13:02:03,0,0,0,0,7,0,0,1,0,7,0.0,0.0,0.0,7.0,0.0,0,low_activity
